age,mileage,engine_size,horsepower,fuel_type,transmission_type,number_of_doors,brand_reputation_score,accident_history,fuel_efficiency,price
13,275845,4,404,0,0,4,6,0,17,25638
29,1010569,2,254,1,0,3,6,1,25,1000
17,688629,3,325,2,0,3,7,1,23,1000
7,41140,4,457,0,0,4,5,4,21,39087
16,448664,4,500,0,0,3,6,2,22,14554
7,236803,4,426,0,1,4,5,4,18,30313
12,207400,4,455,1,1,2,4,5,17,23212
26,310909,1,134,0,0,3,6,3,36,1000
22,274024,5,500,2,1,5,5,0,15,20095
14,235773,1,144,1,1,3,6,1,37,11844
32,771377,3,406,1,0,5,4,1,26,1000
32,756493,2,257,1,1,3,5,0,29,1000
25,316581,5,500,0,1,3,5,4,11,4019
9,246002,2,257,0,1,2,4,0,30,20317
10,330574,4,427,0,1,3,9,5,16,26367
16,519155,3,374,1,0,2,5,0,23,5314
22,609196,5,500,1,0,5,4,0,17,1000
32,970946,4,426,1,0,4,3,0,19,1000
4,97497,2,309,0,0,3,3,2,22,32104
22,425586,4,493,0,1,3,4,5,18,1000
26,545632,3,373,0,1,3,3,3,22,1000
1,22213,1,119,1,1,4,4,4,36,32487
32,432856,1,135,0,0,2,6,1,35,1000
27,700561,2,265,2,1,4,2,4,27,1000
3,100807,5,500,2,0,3,6,2,18,54491
29,815595,4,438,2,0,2,8,0,21,1000
17,124306,4,456,0,0,4,6,0,21,31677
14,469216,1,234,1,0,3,2,2,33,1000
20,600422,3,274,1,0,3,3,3,27,1000
10,92663,5,500,2,1,3,7,5,12,40325
29,780163,2,282,0,0,5,6,5,31,1000
16,437383,1,133,2,1,3,3,2,37,1000
20,365931,4,480,1,0,3,6,1,15,12875
4,124348,1,207,1,1,2,5,0,33,34239
13,385022,4,437,2,0,3,4,0,21,19401
13,225036,3,313,0,1,5,3,4,26,10073
6,104298,3,389,2,0,2,7,3,25,40645
4,97420,2,170,0,0,3,4,1,32,30199
19,400325,2,225,1,0,5,5,1,28,1000
21,442368,1,187,1,0,5,5,1,38,1000
28,757695,3,320,2,0,5,3,4,25,1000
14,358364,3,301,0,1,2,8,2,23,14707
27,536581,4,406,2,0,5,5,4,18,1000
16,205302,3,394,1,0,4,5,2,19,19445
8,240401,5,480,2,0,2,4,3,20,33686
11,263126,4,438,2,0,3,4,2,20,25747
14,399361,2,225,1,1,4,4,2,30,2281
24,562100,1,148,0,1,3,8,3,32,1000
28,829324,4,431,1,1,3,8,2,22,1000
12,115339,3,370,0,0,2,6,4,24,28106
2,64559,2,243,0,1,4,0,5,29,23703
27,465363,5,500,0,1,5,6,5,17,1000
17,261229,5,500,1,0,3,1,1,19,16477
4,71334,3,323,0,0,5,7,3,25,42436
27,1007071,4,393,0,1,3,5,0,22,1000
12,361508,2,274,2,0,4,5,5,30,6089
34,621726,3,408,1,1,4,2,2,23,1000
29,266797,3,340,0,0,4,7,5,23,1000
14,429254,3,371,0,0,3,2,3,23,1000
23,494985,2,206,2,0,2,7,1,30,1000
25,933170,3,394,0,1,4,7,1,23,1000
22,555935,5,500,0,0,4,7,5,14,1000
11,345001,3,382,0,1,5,9,0,24,29342
7,129721,5,500,1,1,4,5,5,16,38997
7,72285,3,376,2,1,5,7,4,25,41841
25,630462,2,164,0,1,3,2,1,33,1000
9,382224,4,500,0,1,3,8,1,20,33084
23,793861,2,193,2,1,2,4,2,34,1000
13,191561,5,500,0,1,2,1,2,15,22614
11,412731,3,323,1,1,5,4,4,26,9116
31,745326,5,500,0,1,2,8,2,14,1000
23,810285,1,190,1,0,2,3,0,32,1000
15,361600,5,447,2,0,3,4,5,17,11943
6,165948,2,305,0,1,5,6,0,27,34211
27,683197,2,291,2,0,5,4,3,25,1000
22,464462,1,206,0,1,3,6,2,32,1000
0,0,2,267,2,1,2,10,3,29,55905
33,980914,2,271,1,1,3,6,4,31,1000
13,374124,5,500,1,1,4,3,0,14,21140
27,1241251,5,500,1,0,4,3,1,16,1000
1,22919,4,443,2,0,3,3,4,18,48013
8,153396,3,325,1,1,4,4,4,25,26066
4,90770,4,500,2,0,2,4,5,16,42484
0,0,3,292,2,1,4,6,1,25,52948
5,138337,5,500,0,1,5,3,0,18,44383
5,114293,3,296,2,0,5,4,1,26,35444
16,408745,2,308,0,1,2,5,0,24,5507
19,310294,5,500,0,0,5,5,4,16,11837
5,78858,2,240,2,0,2,7,3,29,38034
33,805426,3,355,2,1,4,5,5,24,1000
9,217136,2,278,1,0,5,1,2,24,13604
29,685667,3,294,1,1,3,9,3,23,1000
23,357472,3,407,0,1,5,4,1,25,1175
19,335584,3,390,2,1,5,5,5,23,5549
3,82179,4,489,1,0,2,6,0,23,54947
11,192704,3,380,1,0,3,5,0,26,30743
34,1126657,3,332,1,0,2,3,3,21,1000
0,0,4,461,2,0,3,2,0,20,56652
7,186765,3,369,1,1,3,4,4,21,27149
20,413012,4,478,2,1,5,5,5,19,5770
23,600043,2,245,1,0,2,5,5,26,1000
9,326484,5,500,0,0,4,5,0,17,32781
6,153260,3,361,0,0,3,0,1,26,25666
23,611497,3,248,0,1,4,4,3,27,1000
24,719853,2,254,2,0,3,7,3,28,1000
21,247129,4,451,0,0,3,6,3,20,12807
34,769724,5,500,2,0,2,6,4,16,1000
13,335620,1,184,0,0,3,5,1,31,6025
12,283168,4,429,2,1,5,5,2,21,26227
0,0,1,207,2,1,4,5,1,31,44608
1,24554,3,327,1,0,4,7,4,23,48697
5,106432,2,248,1,1,4,4,4,28,28051
1,16926,5,500,1,0,4,6,3,14,57856
9,194329,4,468,1,1,5,2,0,14,31466
6,187951,3,357,1,0,5,3,0,25,30826
15,345092,3,263,2,0,5,6,4,24,6515
25,700292,5,485,0,0,4,7,3,15,1000
27,949413,4,467,1,1,4,5,0,18,1000
32,598756,2,234,1,0,2,7,3,25,1000
17,472802,5,500,2,0,4,2,0,15,9203
15,427769,4,449,2,1,4,3,4,19,6892
33,1079775,2,304,0,1,4,4,0,26,1000
18,405228,4,441,0,1,2,3,2,18,5470
18,666802,4,432,2,1,4,4,4,26,1000
32,581179,1,219,1,1,5,5,0,29,1000
8,225771,3,402,2,1,3,3,3,21,26295
18,237389,4,479,1,0,4,6,5,19,16160
21,344415,3,372,1,1,2,4,0,24,4931
24,171616,2,232,1,0,3,5,2,31,1000
16,432749,1,118,0,0,4,3,5,35,1000
7,29199,1,212,0,0,2,2,3,26,20996
30,1063156,3,415,1,0,2,1,4,23,1000
25,480434,5,500,1,1,5,5,0,21,2937
20,854710,3,377,0,1,3,5,2,22,1000
8,173819,2,268,1,1,2,4,3,28,22398
19,426032,5,500,1,1,5,6,0,17,17097
9,156316,5,500,1,0,2,5,1,13,40392
32,685197,5,500,0,1,3,5,0,15,1000
13,296137,3,326,0,0,4,5,1,24,14283
6,57635,1,208,2,0,5,4,2,34,29086
9,234144,5,500,0,0,2,5,4,14,32374
22,454576,3,416,2,0,2,3,3,23,1000
22,357961,2,224,2,1,3,5,4,30,1000
32,571642,4,415,2,0,2,3,5,18,1000
34,346499,3,338,1,1,3,8,0,25,1000
7,117352,5,500,1,1,4,3,3,15,40162
29,326406,5,500,0,1,2,8,4,13,1111
23,803800,2,223,1,1,4,4,3,33,1000
4,84398,3,364,0,0,5,9,2,23,48704
4,74833,2,248,0,0,3,6,5,33,32034
30,641723,2,294,2,1,4,2,5,28,1000
0,0,2,300,2,1,2,5,3,28,46891
33,729568,3,308,2,0,4,4,5,26,1000
11,513985,3,356,0,1,5,3,3,24,1219
18,340438,2,252,1,1,2,2,3,30,1000
16,336774,4,416,0,1,3,7,4,17,12860
24,506885,4,500,0,1,3,8,5,18,1000
2,57410,3,387,2,0,3,4,1,24,48058
3,39959,4,478,1,1,2,5,5,20,48237
16,432665,3,320,0,0,5,6,1,26,7650
5,124841,5,500,2,0,5,5,1,16,48850
19,412792,2,241,0,1,4,7,4,35,1000
32,699378,3,297,1,0,3,4,1,23,1000
27,846192,2,213,2,0,2,8,0,31,1000
12,387098,4,468,2,1,4,4,1,17,20580
13,353266,3,330,2,1,5,5,2,23,13613
9,175314,2,287,1,0,4,7,5,31,23282
25,340296,5,500,2,0,2,5,1,16,8720
0,0,3,290,2,1,2,6,3,26,50062
10,137668,2,245,0,0,5,5,0,26,23952
1,32466,2,259,2,0,2,4,0,30,45242
12,364009,3,383,2,1,5,7,2,23,23091
17,344122,3,298,2,1,5,4,1,27,6446
4,137384,2,225,2,0,3,4,1,33,30992
28,650639,4,389,0,0,4,1,4,22,1000
22,723087,2,298,2,1,5,6,1,25,1000
1,24492,2,260,2,0,4,5,3,30,42448
34,871207,5,454,1,0,2,9,5,17,1000
17,269529,5,500,1,1,2,4,4,17,18013
23,674546,4,441,1,1,3,3,0,20,1000
32,510035,3,369,1,0,3,3,5,23,1000
21,331892,2,264,1,1,5,6,3,28,1000
16,435911,2,232,2,1,5,5,2,27,1000
13,294137,4,442,0,0,4,5,3,19,19462
34,1035980,5,471,1,0,4,9,0,17,1000
22,420775,4,477,0,0,2,10,4,18,10164
12,195941,3,392,2,1,5,7,2,25,32784
6,152259,2,220,0,1,4,4,3,31,24101
7,189728,2,242,0,1,4,4,5,27,18363
25,593807,4,481,1,1,5,5,1,19,1000
14,350145,2,300,2,0,2,6,1,28,12564
0,0,2,288,1,1,5,5,2,24,47343
25,640439,4,431,1,1,3,6,1,21,1000
3,87127,4,457,0,0,4,6,4,20,46845
27,665322,2,195,0,0,4,5,5,29,1000
14,293119,5,495,2,0,4,5,5,15,20766
30,490776,1,189,0,0,3,5,3,32,1000
9,136935,2,207,1,0,2,6,1,27,25548
16,293778,1,126,1,0,4,3,3,33,1000
7,206592,1,167,1,0,2,4,5,31,13571
32,893558,3,323,0,0,3,4,3,19,1000
25,648727,4,434,0,0,2,4,5,21,1000
0,0,3,264,2,0,5,4,0,26,49378
31,837351,3,329,0,0,5,5,0,26,1000
8,238521,5,462,1,0,4,2,0,16,31495
20,602678,3,418,0,1,3,2,3,19,1000
26,534563,1,196,1,0,5,5,4,30,1000
4,210211,2,270,1,0,3,3,1,31,26690
3,79458,3,450,2,0,5,6,2,18,49110
2,42019,4,498,1,1,2,6,0,19,59117
14,490718,4,500,1,0,2,2,0,16,11105
10,179387,2,183,2,1,3,6,5,31,16818
18,336091,3,379,2,0,5,5,0,19,10070
7,173418,2,247,0,1,4,2,3,29,18356
1,8182,4,362,2,0,4,6,0,22,56006
27,644099,3,460,0,1,5,5,5,20,1000
25,1046157,3,408,0,1,5,6,3,20,1000
27,666603,3,398,0,0,4,7,4,23,1000
28,672728,5,465,1,0,2,4,5,19,1000
26,781346,3,290,1,1,3,0,2,22,1000
6,163619,5,500,2,1,4,2,4,14,36057
23,419085,3,354,2,0,4,8,2,23,2180
1,29835,1,186,1,0,3,4,3,34,35614
28,730410,3,392,2,1,4,5,1,22,1000
30,1256109,2,321,1,0,3,4,1,29,1000
27,627910,3,403,0,1,2,8,1,18,1000
2,41561,2,214,0,1,3,3,5,27,27860
21,485468,4,418,1,0,2,1,4,21,1000
31,608966,4,461,2,1,4,7,1,19,1000
19,454485,4,448,0,1,3,6,1,16,6903
23,500611,5,500,2,0,3,4,3,16,1000
7,126827,3,411,2,1,3,6,0,19,42565
25,854645,2,215,2,0,4,8,1,29,1000
0,0,4,382,1,0,2,4,2,20,51342
26,682004,5,500,0,1,4,10,2,18,1000
1,14401,3,370,1,1,2,3,3,24,46128
23,725602,4,477,2,1,4,5,4,18,1000
3,96231,3,362,2,0,5,9,0,25,52774
15,462043,1,165,0,0,3,6,5,33,1000
13,329047,2,285,0,0,3,4,5,28,3250
26,479570,4,495,2,1,5,7,5,16,1000
28,666175,4,412,2,1,3,1,1,19,1000
12,492549,4,479,2,0,5,4,0,18,18753
29,969806,1,249,1,0,2,6,3,31,1000
5,108437,5,500,2,0,4,4,1,19,48165
12,337946,3,301,0,0,2,7,2,26,17792
23,391548,3,289,1,1,3,6,3,25,1000
6,222363,5,492,1,1,4,5,1,16,43050
22,476115,3,419,2,1,3,5,5,21,1000
24,817020,4,500,0,1,2,5,5,18,1000
8,153225,3,406,0,1,3,0,4,21,21275
18,592190,3,272,2,0,4,3,3,25,1000
9,205324,4,467,2,1,4,4,3,21,32842
34,851029,3,332,2,0,5,7,1,21,1000
3,50610,2,160,0,0,3,4,5,31,25802
18,642107,3,356,2,1,5,2,2,26,1000
21,502164,5,482,1,1,4,4,5,18,1000
14,336220,3,330,1,1,5,5,5,24,8179
6,151149,4,398,2,0,5,9,5,19,42132
34,1093803,4,453,0,0,4,7,1,20,1000
2,61246,4,439,1,1,3,8,0,18,59638
26,778001,4,480,1,0,2,5,4,20,1000
14,369505,3,377,0,1,5,4,1,20,12721
17,418205,2,219,0,1,5,7,2,32,1000
23,576991,2,227,2,0,4,3,2,29,1000
34,640094,2,256,1,0,5,6,0,25,1000
14,75859,3,381,1,1,2,4,0,21,30456
34,1078432,3,310,1,0,5,9,1,23,1000
17,402374,4,445,1,0,5,5,3,21,10103
27,819884,3,355,0,0,4,5,4,24,1000
25,1014298,2,242,0,1,5,6,0,29,1000
14,327405,4,491,1,0,4,2,4,19,12807
12,216654,2,306,2,1,4,5,4,27,16197
13,444447,1,151,1,1,4,5,5,30,1000
14,374358,2,229,0,0,3,5,5,29,1000
15,292675,5,500,2,1,5,6,4,15,24111
8,237301,1,159,2,1,2,4,1,33,17672
14,273895,3,403,1,1,3,2,2,22,14179
29,1005193,3,407,0,0,2,3,2,21,1000
16,586020,5,500,1,0,2,3,5,12,1000
5,79485,4,427,0,1,2,5,4,22,42486
32,1205469,4,459,0,0,2,4,5,20,1000
21,523961,2,220,2,1,4,3,4,30,1000
17,86525,4,500,1,1,4,6,3,14,30730
4,90788,2,268,1,0,4,4,1,28,35914
1,28622,3,396,2,0,5,5,4,19,49537
19,249741,3,371,1,1,3,4,3,22,7787
22,368720,3,322,1,1,3,7,3,21,1361
26,607953,5,500,0,0,4,3,5,17,1000
26,747902,2,324,1,1,3,4,3,26,1000
2,63562,5,500,0,1,3,7,5,17,52894
26,402110,4,487,1,1,2,3,3,17,1000
5,162652,4,429,1,0,3,7,2,19,44119
7,129728,2,334,1,1,2,8,3,24,35566
7,168402,1,231,0,1,5,5,1,34,25536
31,711804,1,191,2,0,3,4,2,32,1000
34,928614,3,407,0,0,2,4,3,23,1000
26,397800,4,405,0,1,2,7,2,21,1000
30,779950,1,149,0,1,2,3,0,30,1000
17,401658,3,433,0,1,5,4,1,22,9032
15,586257,3,352,0,0,3,6,4,24,1000
7,191048,3,398,0,0,4,9,0,27,44708
9,396335,5,500,0,0,5,4,4,16,19927
32,695345,4,469,1,0,5,6,2,19,1000
0,0,4,457,2,1,3,4,1,17,57267
13,338246,3,365,0,0,3,4,4,24,10076
21,541043,3,410,0,0,2,6,4,23,1000
15,447913,1,151,0,1,3,3,0,38,1000
10,376199,1,186,2,1,3,6,3,33,9427
5,58583,4,428,1,0,2,5,3,21,43497
31,839939,3,324,0,0,2,7,0,22,1000
24,713603,4,446,0,1,2,10,1,21,1000
26,900324,2,258,2,1,5,8,2,31,1000
17,555567,3,368,2,0,2,5,0,24,3635
5,142716,3,345,2,0,3,4,3,24,31658
7,179976,4,421,0,0,3,4,1,18,34266
18,450580,2,335,2,0,4,1,2,30,1000
10,185236,3,343,1,0,5,5,2,23,26886
5,123650,3,365,0,0,5,7,2,26,41462
3,50020,1,123,0,0,3,4,0,38,31885
32,559864,1,192,0,0,3,4,5,35,1000
15,423670,4,421,2,1,5,4,2,21,10894
25,788645,2,198,2,0,4,5,1,28,1000
27,621558,3,397,0,1,2,9,4,22,1000
27,976386,4,500,1,0,2,5,3,18,1000
22,511649,2,240,1,0,2,1,2,30,1000
27,538549,2,196,1,0,5,2,4,30,1000
5,65482,5,487,2,0,2,7,2,18,55578
1,24791,3,334,1,1,4,8,4,24,50203
34,836727,2,346,0,1,4,2,1,24,1000
21,620611,4,357,0,0,2,5,4,21,1000
33,1347339,5,500,2,1,4,3,5,13,1000
12,388848,2,214,1,0,4,9,4,32,11417
4,178186,1,197,0,1,5,2,5,34,16323
9,152854,3,298,1,1,5,5,2,26,28052
7,141531,5,474,1,0,2,1,1,17,34708
14,279618,4,500,1,0,5,5,4,20,22229
21,723461,2,237,2,1,5,5,3,30,1000
17,299581,1,145,0,0,4,7,1,35,3891
24,655708,3,335,2,0,5,6,3,23,1000
22,699461,3,319,1,0,3,7,5,26,1000
18,597466,2,351,2,0,5,4,1,24,1000
24,368009,2,235,2,1,3,4,2,28,1000
20,768218,2,211,0,0,3,2,0,32,1000
17,533245,3,282,1,0,4,4,2,24,1000
6,117245,3,298,2,0,5,6,2,25,36014
16,266402,1,181,1,0,2,4,1,34,3374
10,122631,4,484,0,0,3,7,4,17,37838
5,108516,2,262,1,1,3,4,5,32,27483
12,382450,2,208,2,1,5,5,4,34,5613
30,337952,2,249,2,0,5,3,1,30,1000
15,204761,3,374,2,0,3,7,4,20,20896
31,1331943,4,489,2,1,5,7,5,15,1000
17,274110,4,500,1,0,4,7,5,16,19986
5,21266,4,439,1,0,3,7,4,22,48896
26,896818,4,475,0,0,4,4,3,18,1000
11,364591,3,345,1,1,3,6,3,24,16222
21,441587,3,350,0,0,2,6,2,24,1000
10,288248,2,238,0,0,5,1,1,29,9253
22,744330,4,458,1,1,4,8,2,21,1000
30,714655,1,181,2,0,2,5,3,31,1000
16,180317,2,350,0,1,4,4,2,27,14962
28,983348,3,317,1,1,5,6,2,26,1000
32,893304,1,225,2,0,2,4,1,31,1000
18,612146,1,213,0,0,3,7,5,30,1000
13,292649,2,189,0,0,4,6,0,34,11814
29,580813,1,167,2,1,5,10,5,32,1000
28,691850,2,278,1,1,4,4,2,26,1000
22,546789,1,162,2,0,3,7,3,35,1000
20,362905,5,500,2,1,5,5,5,15,9888
7,173387,2,221,0,1,3,5,1,35,27494
18,628755,2,290,0,0,5,5,2,29,1000
13,258812,2,240,0,0,4,5,3,31,8501
26,715168,2,307,2,1,3,6,5,26,1000
28,786899,2,245,2,1,2,7,5,32,1000
6,189528,4,455,1,1,3,4,3,21,36149
21,344095,5,495,0,0,5,10,2,15,20091
27,577746,3,331,1,0,4,5,3,25,1000
4,76684,4,374,1,0,2,2,1,23,39236
13,496270,4,421,0,1,2,5,2,23,10492
24,819883,3,286,0,0,2,6,3,25,1000
0,0,5,498,1,0,4,4,2,19,59168
28,1118029,3,360,1,0,4,6,4,23,1000
8,220858,5,461,2,1,3,4,4,19,33633
3,72537,3,291,2,0,5,7,3,23,43733
8,265065,5,500,0,1,2,6,1,19,38754
0,0,2,315,1,0,3,6,5,24,46523
25,616757,4,445,1,1,2,5,0,21,1000
27,580899,2,213,0,0,3,7,3,28,1000
28,676531,4,443,2,1,5,8,4,21,1000
9,114454,2,257,1,0,3,6,5,28,23002
23,430547,3,330,1,1,2,3,2,26,1000
26,750095,4,467,1,0,2,4,0,16,1000
6,109205,2,192,0,0,2,7,4,32,27397
14,255727,2,280,2,1,4,6,2,26,15638
20,609176,1,187,2,0,2,4,0,37,1000
10,287024,2,225,2,0,2,5,0,28,17088
16,334097,4,381,2,0,3,5,0,21,16685
20,601329,2,270,0,0,2,7,0,28,1000
6,157297,3,403,2,0,2,6,3,20,37676
25,642163,2,290,2,0,4,0,2,28,1000
18,560296,3,330,2,1,4,3,0,26,1000
1,30126,4,424,0,0,2,7,0,17,57778
18,373246,5,477,1,0,2,6,3,16,14417
26,858909,2,225,2,0,3,4,2,28,1000
31,436703,3,369,1,1,5,4,3,22,1000
15,450375,3,362,0,1,3,3,3,22,1184
17,580887,5,500,0,1,4,4,3,14,2437
32,625112,5,500,0,0,2,3,4,17,1000
17,426135,2,228,0,0,5,3,4,31,1000
16,438857,2,249,1,1,4,6,4,26,1000
2,41179,1,241,2,0,5,3,2,36,35668
21,451261,2,253,1,0,3,6,2,32,1000
1,21438,2,233,2,0,4,7,2,35,48241
11,249371,2,194,1,1,3,5,4,29,9181
30,985313,1,202,2,0,5,6,1,33,1000
32,1008496,4,398,0,1,4,5,0,18,1000
30,851683,2,286,0,0,5,2,1,29,1000
3,70127,3,441,2,1,3,4,5,22,42275
31,804612,4,443,0,0,5,8,1,20,1000
16,373009,5,486,0,1,5,8,4,16,18743
34,795486,2,292,1,1,5,4,5,32,1000
25,641920,1,204,2,1,4,4,5,30,1000
22,616115,3,292,0,1,2,3,2,26,1000
2,62167,2,271,2,0,4,8,4,27,44469
31,641560,3,407,1,0,5,4,2,23,1000
5,105970,2,230,2,1,2,4,4,27,28531
11,211346,3,375,1,0,4,6,0,24,29685
26,339991,2,243,2,0,5,3,4,27,1000
16,250997,3,392,2,0,4,6,4,25,17660
18,257751,4,387,0,1,3,5,3,22,12036
18,446951,5,500,0,0,3,4,3,17,8151
9,39935,2,271,1,1,5,7,0,33,38614
8,137132,4,500,0,0,5,6,2,20,42532
7,192834,4,464,1,1,2,3,4,22,32123
20,671590,2,218,0,1,4,5,4,24,1000
25,627207,4,444,1,1,3,5,3,21,1000
5,100697,4,455,0,1,5,5,0,17,47593
24,637519,4,429,0,1,3,6,5,25,1000
0,0,1,195,2,1,4,8,2,36,49800
23,825031,1,196,0,0,4,2,1,31,1000
15,394731,4,384,0,0,3,8,0,22,19517
22,363755,3,353,1,0,5,2,3,27,1000
25,813291,2,223,2,0,2,8,3,24,1000
19,617495,2,164,1,1,5,6,3,28,1000
20,180927,2,270,0,1,4,5,0,25,8344
18,468192,4,473,1,1,2,4,4,21,4056
22,424936,3,398,2,0,2,4,2,19,1000
15,400645,5,500,1,0,2,9,2,15,25252
8,115365,5,500,0,0,3,5,0,15,44699
29,459478,5,500,2,0,2,4,2,18,1000
15,250329,3,363,2,1,4,5,2,21,17597
21,583992,4,385,2,0,4,8,1,19,2179
33,763997,2,312,2,1,4,9,0,30,1000
6,167194,2,256,0,0,4,4,3,31,23625
3,60286,3,361,1,0,3,6,1,25,47299
5,7028,5,500,2,1,4,5,3,16,53550
4,78622,4,500,0,0,4,7,1,17,55257
34,1198699,4,423,1,1,4,4,3,19,1000
29,849375,3,364,0,0,5,3,5,19,1000
33,943017,4,473,1,0,5,5,5,19,1000
6,77207,4,455,0,0,2,5,3,18,41344
23,722763,3,329,0,1,2,6,2,22,1000
20,219849,4,456,0,1,4,6,0,19,21321
17,208653,4,455,1,1,5,3,5,19,12518
11,207201,2,260,2,1,4,5,5,28,17377
27,451505,2,264,0,1,3,6,0,30,1000
12,509264,4,433,0,0,5,7,1,21,17793
10,253831,4,494,0,0,5,4,0,15,30705
17,572737,1,172,2,1,2,4,4,31,1000
10,391008,4,432,2,0,2,5,5,23,17231
3,76875,4,422,0,1,2,6,5,22,44768
9,213346,4,396,0,0,5,5,3,22,27609
7,207763,4,455,0,1,2,4,2,17,33857
28,897610,1,109,2,1,5,1,4,34,1000
23,388217,4,500,1,0,5,5,0,16,8953
3,33482,5,483,1,0,4,5,0,19,56230
4,129318,1,211,0,0,4,7,2,33,32328
24,349275,4,381,1,0,2,6,2,24,2553
16,306088,3,350,0,1,5,4,2,24,9184
11,297616,3,383,2,1,2,5,5,24,18330
11,274899,2,293,1,1,5,4,2,28,16244
7,202718,2,281,2,1,3,2,1,27,24304
11,327400,4,422,0,1,2,6,5,20,20513
18,327645,3,308,1,0,2,3,5,27,1000
13,188356,2,309,2,0,5,3,5,25,10218
2,47143,2,201,2,1,4,4,4,29,33812
2,37851,4,403,0,1,2,0,3,21,38665
19,313551,2,237,0,1,2,5,1,30,1317
27,588357,1,220,0,1,3,7,0,31,1000
15,290367,4,467,1,1,4,7,0,19,27137
16,269818,3,355,0,1,2,5,3,26,12278
12,280348,3,359,1,1,3,6,2,26,22645
29,878355,1,207,1,0,5,7,1,31,1000
27,551578,1,201,0,1,5,5,0,31,1000
6,185123,4,429,1,0,5,5,2,19,36195
33,730490,4,401,2,1,4,4,2,21,1000
21,81269,2,219,2,0,4,3,4,34,3547
27,514080,2,193,0,1,4,6,0,33,1000
0,0,4,471,2,0,3,4,4,15,55402
4,127289,5,500,0,0,5,5,0,17,51013
7,312819,2,294,1,0,5,5,1,24,21224
17,143673,3,326,1,1,5,5,4,28,14225
1,39269,4,499,0,0,3,7,0,19,62772
31,1245385,3,320,1,1,5,8,5,27,1000
1,13468,1,166,2,0,2,6,4,32,36565
12,402561,1,185,0,0,5,3,5,32,1000
0,0,5,500,1,1,3,7,0,17,67526
21,369523,2,238,0,0,5,8,4,31,1000
4,106999,3,436,1,0,3,2,4,23,36069
26,929608,1,194,1,1,2,3,3,29,1000
0,0,3,405,1,0,4,6,4,23,52424
3,54299,5,475,1,1,3,6,0,14,56975
32,467613,3,337,1,0,5,5,4,22,1000
7,78460,5,500,0,0,4,8,2,13,50560
1,21233,3,363,2,0,2,4,4,21,44986
27,745400,5,490,2,0,2,7,2,16,1000
31,950449,2,261,2,1,2,6,5,28,1000
9,300119,1,164,2,0,4,8,5,36,14806
8,216999,4,403,0,1,3,7,3,23,33863
14,396175,5,500,2,0,3,4,2,14,17599
8,226350,1,236,0,0,2,4,1,35,18765
19,435346,2,279,2,0,2,4,2,29,1000
3,95730,4,418,2,1,4,7,4,23,48181
20,630454,5,500,1,0,3,3,1,15,1000
33,734631,2,312,2,0,2,6,3,29,1000
8,317193,2,269,2,1,3,8,5,27,20709
29,689071,5,491,1,1,5,2,3,14,1000
5,107874,2,251,1,0,2,5,5,29,28688
9,208618,3,353,0,1,3,6,5,21,23468
16,446796,4,441,2,1,5,8,2,19,15714
17,311036,5,500,2,1,4,4,3,16,17207
28,614644,1,224,2,0,5,7,0,30,1000
29,783679,2,124,0,0,4,8,4,33,1000
25,629454,2,244,0,1,4,6,4,27,1000
33,618963,2,283,1,1,2,10,0,22,1000
5,77751,1,235,0,1,3,6,4,32,30920
14,225367,4,403,2,0,5,5,1,22,25302
9,61401,5,500,1,1,5,4,0,14,44087
10,130080,2,315,2,1,3,3,3,26,23476
17,598738,2,225,1,1,5,5,2,30,1000
2,62074,4,496,2,1,3,6,1,17,57889
30,712406,4,419,1,1,3,6,2,23,1000
31,174087,2,248,2,1,5,6,1,31,1000
14,446574,3,308,2,0,2,4,1,29,6677
19,594943,2,243,1,0,3,8,0,28,1000
34,746148,2,258,1,0,3,5,0,29,1000
8,246911,3,284,1,0,2,8,1,24,30756
27,1075703,1,140,2,0,3,3,2,34,1000
3,67710,4,437,1,0,2,8,5,18,50124
18,198567,5,500,2,1,3,2,1,16,21501
17,494079,5,500,2,0,4,6,0,13,16166
13,526800,4,386,2,1,5,5,2,23,11065
8,222283,4,374,1,1,4,5,2,19,30364
22,467262,1,224,0,0,5,5,3,35,1000
11,220497,3,368,2,0,2,5,4,25,24378
6,75126,5,477,0,0,4,7,4,20,46346
6,186377,3,375,1,0,2,9,1,21,42226
12,367071,3,336,0,0,3,0,2,24,2986
28,671792,5,500,0,0,4,6,4,15,1000
10,240137,3,372,1,0,3,4,4,24,18519
3,94058,4,447,0,1,5,6,1,18,50483
9,228052,4,413,2,1,3,6,5,18,29422
16,306175,4,498,1,1,2,5,0,15,23107
16,471263,5,486,2,1,4,5,4,19,11684
15,364242,2,184,0,1,3,7,2,31,4639
21,386920,1,142,2,0,5,3,0,31,1000
4,69175,4,411,1,1,3,6,1,17,48674
11,308166,4,437,1,0,5,6,4,18,22733
0,0,2,252,2,1,4,6,2,32,48630
17,297298,2,271,2,0,2,3,0,29,6884
7,52434,4,494,1,0,2,4,3,14,41310
16,378921,5,459,0,0,2,8,4,19,18394
33,1214581,3,356,1,1,4,8,3,19,1000
21,313954,2,218,2,1,3,5,1,29,1000
19,224047,4,500,1,1,3,3,0,19,20405
5,145188,5,498,1,1,5,5,2,14,44901
19,336712,4,500,0,0,5,3,4,17,6705
11,215568,3,318,1,1,4,5,5,24,19324
18,522682,4,420,1,1,4,5,5,22,1000
